Date,Open,High,Low,Close,Adj Close,Volume
2020-10-26,10998.790039,12013.033203,10850.927734,11799.999023,11799.999023,205654004958
2020-11-02,11799.931641,13478.116211,11373.821289,13016.102539,13016.102539,201773111525
2020-11-09,13016.125977,13946.995117,12587.059570,13469.739258,13469.739258,174634805023
2020-11-16,13469.730469,15971.316406,13412.812500,15481.650391,15481.650391,231485168606
2020-11-23,15481.663086,16295.062500,13723.832031,15184.596680,15184.596680,253341628374
2020-11-30,15185.297852,16590.441406,15185.297852,15961.175781,15961.175781,209539243023
2020-12-07,15959.532227,16014.427734,14539.374023,15776.826172,15776.826172,159903264698
2020-12-14,15778.565430,19807.859375,15687.139648,19224.947266,19224.947266,230466737001
2020-12-21,19222.621094,23029.945313,18191.222656,21527.597656,21527.597656,278002569101
2020-12-28,21534.583984,28519.630859,21230.687500,26760.720703,26760.720703,310707570452
2021-01-04,26784.332031,34261.718750,23363.980469,31472.685547,31472.685547,439671259844
2021-01-11,31464.554688,32956.898438,25108.531250,29661.734375,29661.734375,419305657983
2021-01-18,29662.529297,31129.619141,23802.712891,26538.091797,26538.091797,348625496943
2021-01-25,26535.148438,31619.605469,24326.740234,27316.099609,27316.099609,408011455763
2021-02-01,27316.281250,33900.222656,26701.185547,32288.650391,32288.650391,373812646540
2021-02-08,32274.861328,40829.730469,31629.582031,40194.054688,40194.054688,479000543685
2021-02-15,40176.929688,48134.503906,38210.527344,47456.125000,47456.125000,388842765350
2021-02-22,47450.183594,47461.765625,35819.453125,37332.503906,37332.503906,633127894315
2021-03-01,37350.476563,43555.671875,37313.160156,42935.992188,42935.992188,277809368075
2021-03-08,42908.679688,51604.289063,41620.085938,49624.296875,49624.296875,313317215410
2021-03-15,49595.101563,50651.136719,44903.375000,48405.210938,48405.210938,329888348701
2021-03-22,48400.558594,49095.929688,43093.261719,47471.800781,47471.800781,341085483925
2021-03-29,47469.386719,51184.921875,46820.027344,49933.199219,49933.199219,347393714932
2021-04-05,49935.167969,51489.554688,46868.351563,50609.195313,50609.195313,342289327757
2021-04-12,50584.800781,54238.394531,44089.468750,46968.792969,46968.792969,424587850742
2021-04-19,46948.238281,47856.800781,38988.304688,40534.261719,40534.261719,368843405293
2021-04-26,40595.089844,48626.093750,40397.453125,47088.570313,47088.570313,277695997708
2021-05-03,47079.585938,48963.945313,44082.382813,47846.523438,47846.523438,379402684744
