Date,Open,High,Low,Close,Adj Close,Volume
2021-05-10,47861.769531,48969.011719,36193.972656,38235.890625,38235.890625,399288378430
2021-05-17,38202.839844,38381.210938,25122.685547,28545.537109,28545.537109,462515455271
2021-05-24,28487.888672,33317.406250,27492.804688,29269.517578,29269.517578,286935082225
2021-05-31,29253.490234,32362.988281,28073.394531,29474.392578,29474.392578,204259851697
2021-06-07,29452.109375,32476.566406,25546.294922,32286.505859,32286.505859,245599820577
2021-06-14,32219.707031,34060.750000,28178.593750,30071.781250,30071.781250,225414834705
2021-06-21,30023.638672,30090.087891,24278.269531,29013.742188,29013.742188,256085210381
2021-06-28,29038.423828,30720.148438,27679.820313,29764.078125,29764.078125,195147471464
2021-07-05,29761.179688,29761.179688,27150.162109,28840.886719,28840.886719,150591356959
2021-07-12,28852.535156,29151.085938,26353.808594,26917.812500,26917.812500,124824173040
2021-07-19,26920.523438,30039.039063,24936.054688,30026.519531,30026.519531,132780689790
2021-07-26,30055.265625,35848.726563,29977.701172,33690.843750,33690.843750,200534061616
2021-08-02,33633.839844,38496.250000,31643.248047,37281.746094,37281.746094,192218413037
2021-08-09,37276.476563,40774.023438,36458.363281,39890.167969,39890.167969,199231107016
2021-08-16,39867.238281,42504.074219,37677.210938,42166.070313,42166.070313,201819088458
2021-08-23,42140.441406,43068.277344,39431.363281,41386.457031,41386.457031,190242313269
2021-08-30,41390.710938,43661.292969,39451.468750,43543.507813,43543.507813,216146564904
2021-09-06,43556.628906,44487.542969,36544.402344,38997.027344,38997.027344,247932482424
2021-09-13,38991.898438,41610.265625,36921.585938,40292.125000,40292.125000,192095334843
2021-09-20,40293.136719,40359.640625,33926.777344,36858.828125,36858.828125,230461196958
2021-09-27,36880.707031,42376.156250,34946.441406,41527.535156,41527.535156,191945376014
2021-10-04,41535.253906,48723.902344,40473.238281,47357.207031,47357.207031,226292495533
2021-10-11,47324.820313,54100.472656,47064.277344,53079.347656,53079.347656,239272781531
2021-10-18,53075.195313,57457.261719,51231.187500,52347.996094,52347.996094,221620333266
2021-10-25,52316.289063,54906.253906,49810.277344,53060.582031,53060.582031,220811496090
2021-11-01,53061.871094,55465.687500,51686.597656,54741.937500,54741.937500,196148162760
2021-11-08,54756.703125,59496.148438,54445.742188,57219.656250,57219.656250,225912045046
2021-11-15,57267.246094,57891.781250,49053.816406,52087.062500,52087.062500,223877604307
2021-11-22,52066.105469,52950.410156,47323.101563,50696.085938,50696.085938,216615068016
2021-11-29,50734.558594,52219.007813,37893.531250,43672.867188,43672.867188,244596576525
2021-12-06,43712.347656,46178.332031,41473.988281,44292.691406,44292.691406,184140325165
2021-12-13,44307.195313,44382.273438,40375.589844,41542.992188,41542.992188,190565402240
2021-12-20,41543.039063,45774.117188,40365.480469,44871.050781,44871.050781,154778485880
2021-12-27,44864.953125,45876.656250,40254.160156,41629.800781,41629.800781,179739099791
2022-01-03,41628.324219,41956.500000,35799.898438,36914.773438,36914.773438,243805406535
2022-01-10,36913.566406,38574.167969,35228.761719,37800.527344,37800.527344,174851448566
2022-01-17,37804.242188,38251.648438,30277.660156,31986.818359,31986.818359,173031540067
2022-01-24,31985.873047,34599.398438,29323.492188,33999.804688,33999.804688,159179123936
2022-01-31,34002.207031,37100.550781,32245.677734,37026.605469,37026.605469,126618825507
2022-02-07,37021.671875,39776.269531,36446.972656,37131.113281,37131.113281,155228848005
2022-02-14,37095.812500,39328.816406,33679.304688,33958.773438,33958.773438,127859310588
2022-02-21,33951.554688,35484.625000,30687.863281,33728.535156,33728.535156,169184049520
2022-02-28,33725.152344,40631.078125,33551.863281,35332.976563,35332.976563,169608354815
2022-03-07,35341.546875,38442.476563,34336.878906,34623.734375,34623.734375,160671927492
2022-03-14,34620.675781,38242.910156,34490.382813,37353.039063,37353.039063,166931337743
2022-03-21,37351.507813,42638.914063,36810.312500,42635.585938,42635.585938,171407337408
2022-03-28,42636.820313,43792.058594,40130.226563,42054.785156,42054.785156,201879436647
2022-04-04,42047.277344,42981.433594,38596.351563,38778.593750,38778.593750,172963348019
2022-04-11,38772.500000,38944.714844,36173.996094,36729.046875,36729.046875,161091741569
2022-04-18,36732.976563,39409.847656,35852.292969,36513.359375,36513.359375,170540229235
2022-04-25,36516.425781,38350.785156,35609.539063,36515.671875,36515.671875,204785121716
2022-05-02,36518.609375,37683.828125,32143.244141,32338.113281,32338.113281,226637571446
2022-05-09,32338.826172,32533.076172,25197.892578,30106.001953,30106.001953,341729936959
2022-05-16,30105.291016,30106.222656,27297.951172,28690.759766,28690.759766,186542991561
2022-05-23,28677.205078,28839.826172,26394.171875,27443.308594,27443.308594,198332531941
2022-05-30,27440.892578,30046.552734,27310.224609,27881.742188,27881.742188,189363893249
2022-06-06,27885.119141,29626.507813,25513.984375,25513.984375,25513.984375,203506099990
2022-06-13,25490.082031,25545.843750,16871.785156,19593.433594,19593.433594,295895935290
2022-06-20,19593.527344,20636.353516,18762.990234,19901.283203,19901.283203,166856456507
2022-06-27,19902.175781,20292.884766,17866.332031,18496.458984,18496.458984,150318308304
2022-07-04,18496.687500,21904.480469,18274.808594,20517.044922,20517.044922,202585819980
2022-07-11,20513.015625,21427.835938,18968.603516,20577.681641,20577.681641,186288773920
2022-07-18,20580.222656,23725.611328,20580.222656,22166.929688,22166.929688,239533595615
2022-07-25,22164.958984,24028.837891,20541.041016,22855.736328,22855.736328,219318036760
2022-08-01,22855.562500,23139.238281,21947.751953,22783.662109,22783.662109,163194539314
2022-08-08,22787.236328,24335.980469,22313.289063,23717.820313,23717.820313,190345185621
2022-08-15,23716.826172,24529.923828,20779.853516,21450.439453,21450.439453,206655355787
2022-08-22,21447.792969,21851.169922,19742.873047,19742.873047,19742.873047,224257413447
2022-08-29,19741.201172,20545.109375,19573.501953,20172.349609,20172.349609,208899068903
2022-09-05,20174.445313,21618.072266,18860.371094,21616.785156,21616.785156,258596136575
2022-09-12,21617.669922,22291.380859,19366.726563,19376.414063,19376.414063,261325009852
2022-09-19,19375.482422,19923.855469,18436.146484,19412.433594,19412.433594,257157838414
2022-09-26,19414.294922,21130.902344,19366.669922,19441.177734,19441.177734,288514882635
2022-10-03,19441.136719,20584.394531,19439.347656,19975.679688,19975.679688,200096332327
2022-10-10,19975.669922,20295.064453,18991.757813,19782.628906,19782.628906,203498124594
2022-10-17,19783.109375,20058.757813,19323.474609,19839.810547,19839.810547,178616729154
2022-10-24,19840.583984,21062.042969,19460.154297,20729.804688,20729.804688,302924436336
2022-10-31,20727.888672,21482.273438,20464.150391,21077.324219,21077.324219,324881793436
2022-11-07,21075.445313,21195.945313,15661.395508,15835.814453,15835.814453,464697404544
2022-11-14,15834.519531,16582.339844,15410.023438,15770.038086,15770.038086,205134187100
2022-11-21,15769.448242,16096.625000,15234.934570,15862.076172,15862.076172,178014071063
2022-11-28,15857.827148,16487.519531,15460.833984,16247.135742,16247.135742,149628293386
2022-12-05,16245.625977,16424.753906,15977.717773,16257.107422,16257.107422,123046126813
2022-12-12,16255.499023,17154.388672,15649.158203,15832.535156,15832.535156,133951396533
2022-12-19,15833.540039,15982.218750,15459.555664,15857.252930,15857.252930,101631436696
2022-12-26,15857.500000,15935.183594,15346.846680,15528.423828,15528.423828,89516483625
2023-01-02,15528.825195,16028.553711,15475.975586,16028.553711,16028.553711,84811435065
2023-01-09,16031.224609,19435.728516,16004.180664,19293.441406,19293.441406,162054482324
2023-01-16,19294.757813,21404.371094,18990.412109,20912.847656,20912.847656,174301282817
2023-01-23,20913.466797,22008.570313,20572.832031,21867.869141,21867.869141,163039281236
2023-01-30,21867.945313,21932.177734,20880.775391,21276.367188,21276.367188,157399878256
2023-02-06,21274.843750,21783.050781,20174.656250,20405.873047,20405.873047,158877063247
2023-02-13,20404.744141,23541.443359,20022.113281,22770.064453,22770.064453,195317499376
2023-02-20,22778.470703,23534.990234,21623.605469,22325.521484,22325.521484,170040950228
2023-02-27,22325.746094,22517.220703,20860.759766,21114.173828,21114.173828,130644011344
2023-03-06,21115.400391,21145.718750,18531.486328,19379.527344,19379.527344,182038781059
2023-03-13,19375.412109,25844.054688,19207.072266,25025.171875,25025.171875,277961116216
2023-03-20,25028.535156,26762.228516,24628.964844,25513.712891,25513.712891,200239808292
2023-03-27,25514.470703,26917.972656,24660.628906,26143.123047,26143.123047,113259732642
2023-04-03,26190.798828,26242.431641,25016.271484,25419.804688,25419.804688,89965959489
2023-04-10,25423.964844,28022.125000,25311.283203,27307.808594,27307.808594,111274803287
2023-04-17,27305.539063,27892.605469,24484.810547,25068.714844,25068.714844,118241663360
2023-04-24,25067.492188,27323.029297,24538.480469,26284.855469,26284.855469,122598964428
2023-05-01,26282.183594,26917.109375,25218.226563,25783.212891,25783.212891,106816132941
2023-05-08,25780.537109,26008.796875,23848.007813,24488.308594,24488.308594,101462790649
2023-05-15,24492.783203,25414.265625,24376.103516,25079.349609,25079.349609,79217890395
2023-05-22,25069.029297,25394.009766,24097.722656,25037.275391,25037.275391,78206117715
2023-05-29,25039.888672,26524.646484,24946.994141,24924.980469,24924.980469,68376612073
2023-06-02,24921.982422,25254.951172,24698.261719,25169.646484,25169.646484,13554120704
